Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
FLVCR1	gene	FLVCR1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					609144						1		1.58			ENSG00000162769	ENSG00000162769	HGNC:24682													
FMO3	gene	FMO3	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					136132						1		1.58			ENSG00000007933	ENSG00000007933	HGNC:3771													
FOXP2	gene	FOXP2	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Speech-language disorder-1 602081	605317			15877281;22434823;11586359			1		1.58			ENSG00000128573	ENSG00000128573	HGNC:13875													
FTCD	gene	FTCD	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					606806						1		1.58			ENSG00000160282	ENSG00000160282	HGNC:3974													
FUCA1	gene	FUCA1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					612280						1		1.58			ENSG00000179163	ENSG00000179163	HGNC:4006													
FUT8	gene	FUT8	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					602589						1		1.58			ENSG00000033170	ENSG00000033170	HGNC:4019													
G6PC	gene	G6PC	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					613742						1		1.58			ENSG00000131482	ENSG00000131482	HGNC:4056													
G6PC3	gene	G6PC3	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					611045						1		1.58			ENSG00000141349	ENSG00000141349	HGNC:24861													
GAA	gene	GAA	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					606800						1		1.58			ENSG00000171298	ENSG00000171298	HGNC:4065													
GABRG2	gene	GABRG2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					137164						1		1.58			ENSG00000113327	ENSG00000113327	HGNC:4087													
GALC	gene	GALC	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					606890						1		1.58			ENSG00000054983	ENSG00000054983	HGNC:4115													
GALE	gene	GALE	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					606953						1		1.58			ENSG00000117308	ENSG00000117308	HGNC:4116													
GALK1	gene	GALK1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					604313						1		1.58			ENSG00000108479	ENSG00000108479	HGNC:4118													
GALNS	gene	GALNS	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					612222						1		1.58			ENSG00000141012	ENSG00000141012	HGNC:4122													
GALNT3	gene	GALNT3	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					601756						1		1.58			ENSG00000115339	ENSG00000115339	HGNC:4125													
GALT	gene	GALT	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					606999						1		1.58			ENSG00000213930	ENSG00000213930	HGNC:4135													
GAMT	gene	GAMT	South West GLH;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Cerebral creatine deficiency syndrome 2, 612736	601240						1		1.58			ENSG00000130005	ENSG00000130005	HGNC:4136													
GARS	gene	GARS	Expert Review Red;London North GLH;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					600287						1		1.58			ENSG00000106105	ENSG00000106105	HGNC:4162													
GATM	gene	GATM	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					602360						1		1.58			ENSG00000171766	ENSG00000171766	HGNC:4175													
GBA2	gene	GBA2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					609471						1		1.58			ENSG00000070610	ENSG00000070610	HGNC:18986													
GBE1	gene	GBE1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					607839						1		1.58			ENSG00000114480	ENSG00000114480	HGNC:4180													
GCLC	gene	GCLC	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					606857						1		1.58			ENSG00000001084	ENSG00000001084	HGNC:4311													
GDAP1	gene	GDAP1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					606598						1		1.58			ENSG00000104381	ENSG00000104381	HGNC:15968													
GFAP	gene	GFAP	South West GLH;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Alexander disease, 203450	137780						1		1.58			ENSG00000131095	ENSG00000131095	HGNC:4235													
GFER	gene	GFER	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					600924						1		1.58			ENSG00000127554	ENSG00000127554	HGNC:4236													
GFM1	gene	GFM1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					606639						1		1.58			ENSG00000168827	ENSG00000168827	HGNC:13780													
GFPT1	gene	GFPT1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					138292						1		1.58			ENSG00000198380	ENSG00000198380	HGNC:4241													
GIF	gene	GIF	Expert Review Red;London North GLH;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					609342						1		1.58			ENSG00000134812	ENSG00000134812	HGNC:4268													
GK	gene	GK	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					300474						1		1.58			ENSG00000198814	ENSG00000198814	HGNC:4289													
GLA	gene	GLA	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					300644						1		1.58			ENSG00000102393	ENSG00000102393	HGNC:4296													
GLDC	gene	GLDC	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					238300						1		1.58			ENSG00000178445	ENSG00000178445	HGNC:4313													
GLI3	gene	GLI3	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Joubert Syndrome and Senior-Loken Syndrome 24 gene panel	165240						1		1.58			ENSG00000106571	ENSG00000106571	HGNC:4319													
GLIS2	gene	GLIS2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					608539						1		1.58			ENSG00000126603	ENSG00000126603	HGNC:29450													
GLRB	gene	GLRB	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Hyperekplexia 2, 614619	138492			21391991;23238346;11929858			1		1.58			ENSG00000109738	ENSG00000109738	HGNC:4329													
GLRX5	gene	GLRX5	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					609588						1		1.58			ENSG00000182512	ENSG00000182512	HGNC:20134													
GLUD1	gene	GLUD1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					138130						1		1.58			ENSG00000148672	ENSG00000148672	HGNC:4335													
GLUL	gene	GLUL	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					138290						1		1.58			ENSG00000135821	ENSG00000135821	HGNC:4341													
GLYCTK	gene	GLYCTK	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					610516						1		1.58			ENSG00000168237	ENSG00000168237	HGNC:24247													
GMPPB	gene	GMPPB	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					615320						1		1.58			ENSG00000173540	ENSG00000173540	HGNC:22932													
GNE	gene	GNE	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					603824						1		1.58			ENSG00000159921	ENSG00000159921	HGNC:23657													
GNMT	gene	GNMT	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					606628						1		1.58			ENSG00000124713	ENSG00000124713	HGNC:4415													
GNPAT	gene	GNPAT	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					602744						1		1.58			ENSG00000116906	ENSG00000116906	HGNC:4416													
GNPTAB	gene	GNPTAB	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					607840						1		1.58			ENSG00000111670	ENSG00000111670	HGNC:29670													
GNPTG	gene	GNPTG	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					607838						1		1.58			ENSG00000090581	ENSG00000090581	HGNC:23026													
GNS	gene	GNS	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					607664						1		1.58			ENSG00000135677	ENSG00000135677	HGNC:4422													
GOSR2	gene	GOSR2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					604027						1		1.58			ENSG00000108433	ENSG00000108433	HGNC:4431													
GPAA1	gene	GPAA1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					603048						1		1.58			ENSG00000197858	ENSG00000197858	HGNC:4446													
GPD1	gene	GPD1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					138420						1		1.58			ENSG00000167588	ENSG00000167588	HGNC:4455													
GPHN	gene	GPHN	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					603930						1		1.58			ENSG00000171723	ENSG00000171723	HGNC:15465													
GRHPR	gene	GRHPR	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					604296						1		1.58			ENSG00000137106	ENSG00000137106	HGNC:4570													
GSS	gene	GSS	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					601002						1		1.58			ENSG00000100983	ENSG00000100983	HGNC:4624													
GTPBP3	gene	GTPBP3	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					608536						1		1.58			ENSG00000130299	ENSG00000130299	HGNC:14880													
GUSB	gene	GUSB	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					611499						1		1.58			ENSG00000169919	ENSG00000169919	HGNC:4696													
GYG1	gene	GYG1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					603942						1		1.58			ENSG00000163754	ENSG00000163754	HGNC:4699													
GYS1	gene	GYS1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					138570						1		1.58			ENSG00000104812	ENSG00000104812	HGNC:4706													
GYS2	gene	GYS2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					138571						1		1.58			ENSG00000111713	ENSG00000111713	HGNC:4707													
HAAO	gene	HAAO	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					604521						1		1.58			ENSG00000162882	ENSG00000162882	HGNC:4796													
HADH	gene	HADH	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					601609						1		1.58			ENSG00000138796	ENSG00000138796	HGNC:4799													
HADHA	gene	HADHA	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					600890						1		1.58			ENSG00000084754	ENSG00000084754	HGNC:4801													
HADHB	gene	HADHB	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					143450						1		1.58			ENSG00000138029	ENSG00000138029	HGNC:4803													
HAMP	gene	HAMP	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					606464						1		1.58			ENSG00000105697	ENSG00000105697	HGNC:15598													
HCCS	gene	HCCS	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					300056						1		1.58			ENSG00000004961	ENSG00000004961	HGNC:4837													
HEXB	gene	HEXB	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					606873						1		1.58			ENSG00000049860	ENSG00000049860	HGNC:4879													
HFE	gene	HFE	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					613609						1		1.58			ENSG00000010704	ENSG00000010704	HGNC:4886													
HFE2	gene	HFE2	Expert Review Red;London North GLH;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					608374						1		1.58			ENSG00000168509	ENSG00000168509	HGNC:4887													
HGD	gene	HGD	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					607474						1		1.58			ENSG00000113924	ENSG00000113924	HGNC:4892													
HGSNAT	gene	HGSNAT	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					610453						1		1.58			ENSG00000165102	ENSG00000165102	HGNC:26527													
HLCS	gene	HLCS	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					609018						1		1.58			ENSG00000159267	ENSG00000159267	HGNC:4976													
HMBS	gene	HMBS	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					609806						1		1.58			ENSG00000256269	ENSG00000256269	HGNC:4982													
HMGCL	gene	HMGCL	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					613898						1		1.58			ENSG00000117305	ENSG00000117305	HGNC:5005													
HMGCS2	gene	HMGCS2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					600234						1		1.58			ENSG00000134240	ENSG00000134240	HGNC:5008													
HNF1B	gene	HNF1B	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					189907						1		1.58			ENSG00000275410	ENSG00000108753	HGNC:11630													
HOGA1	gene	HOGA1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					613597						1		1.58			ENSG00000241935	ENSG00000241935	HGNC:25155													
HPD	gene	HPD	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					609695						1		1.58			ENSG00000158104	ENSG00000158104	HGNC:5147													
HPS1	gene	HPS1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					604982						1		1.58			ENSG00000107521	ENSG00000107521	HGNC:5163													
HSD17B10	gene	HSD17B10	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					300256						1		1.58			ENSG00000072506	ENSG00000072506	HGNC:4800													
HSD17B4	gene	HSD17B4	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					601860						1		1.58			ENSG00000133835	ENSG00000133835	HGNC:5213													
HSD3B7	gene	HSD3B7	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					607764						1		1.58			ENSG00000099377	ENSG00000099377	HGNC:18324													
HTT	gene	HTT	South West GLH	Childhood onset dystonia or chorea or related movement disorder			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Huntington disease, 143100	613004						1		1.58			ENSG00000197386	ENSG00000197386	HGNC:4851													
HYAL1	gene	HYAL1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					607071						1		1.58			ENSG00000114378	ENSG00000114378	HGNC:5320													
HYLS1	gene	HYLS1	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome;Hydrolethalus syndrome, 236680	610693			18648327 - Hydrolethalus syndrome;19656802 - impairment in ciligenesis;15843405 - Hydrolethalus syndrome;26830932 - report in two siblings with Joubert syndrome			1		1.58			ENSG00000198331	ENSG00000198331	HGNC:26558													
IARS2	gene	IARS2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					612801						1		1.58			ENSG00000067704	ENSG00000067704	HGNC:29685													
IBA57	gene	IBA57	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					615316						1		1.58			ENSG00000181873	ENSG00000181873	HGNC:27302													
ICK	gene	ICK	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Endocrine-cerebroosteodysplasia, 612651;ECO;short-rib thoracic dysplasia with polydactyly (SRTD)	612325			27466187;19185282;27069622			1		1.58			ENSG00000112144	ENSG00000112144	HGNC:21219													
IDH2	gene	IDH2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					147650						1		1.58			ENSG00000182054	ENSG00000182054	HGNC:5383													
IDS	gene	IDS	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					300823						1		1.58			ENSG00000010404	ENSG00000010404	HGNC:5389													
IDUA	gene	IDUA	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					252800						1		1.58			ENSG00000127415	ENSG00000127415	HGNC:5391													
IER3IP1	gene	IER3IP1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					609382						1		1.58			ENSG00000134049	ENSG00000134049	HGNC:18550													
IFT122	gene	IFT122	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					606045						1		1.58			ENSG00000163913	ENSG00000163913	HGNC:13556													
IFT140	gene	IFT140	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					614620						1		1.58			ENSG00000187535	ENSG00000187535	HGNC:29077													
IFT172	gene	IFT172	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					607386						1		1.58			ENSG00000138002	ENSG00000138002	HGNC:30391													
IFT27	gene	IFT27	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					615870						1		1.58			ENSG00000100360	ENSG00000100360	HGNC:18626													
IFT43	gene	IFT43	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					614068						1		1.58			ENSG00000119650	ENSG00000119650	HGNC:29669													
IFT52	gene	IFT52	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					617094						1		1.58			ENSG00000101052	ENSG00000101052	HGNC:15901													
IFT80	gene	IFT80	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					611177						1		1.58			ENSG00000068885	ENSG00000068885	HGNC:29262													
INPP5E	gene	INPP5E	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome;Joubert syndrome 1	613037			26748598;23386033			1		1.58			ENSG00000148384	ENSG00000148384	HGNC:21474													
INVS	gene	INVS	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					243305						1		1.58			ENSG00000119509	ENSG00000119509	HGNC:17870													
IQCB1	gene	IQCB1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					609237						1		1.58			ENSG00000173226	ENSG00000173226	HGNC:28949													
ISCU	gene	ISCU	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					611911						1		1.58			ENSG00000136003	ENSG00000136003	HGNC:29882													
ISG15	gene	ISG15	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Immunodeficiency 38 616126	147571			22859821;25307056			1		1.58			ENSG00000187608	ENSG00000187608	HGNC:4053													
ISPD	gene	ISPD	Expert Review Red;London North GLH;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					614631						1		1.58			ENSG00000214960	ENSG00000214960	HGNC:37276													
ITPA	gene	ITPA	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					147520						1		1.58			ENSG00000125877	ENSG00000125877	HGNC:6176													
IVD	gene	IVD	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Isovaleric acidemia 243500	607036						1		1.58			ENSG00000128928	ENSG00000128928	HGNC:6186													
KARS	gene	KARS	Expert Review Red;London North GLH;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					601421						1		1.58			ENSG00000065427	ENSG00000065427	HGNC:6215													
KCNJ10	gene	KCNJ10	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					602208						1		1.58			ENSG00000177807	ENSG00000177807	HGNC:6256													
KCNK18	gene	KCNK18	South West GLH;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			Unknown	MIGRAINE, WITH OR WITHOUT AURA, SUSCEPTIBILITY TO, 13	613655						1		1.58			ENSG00000186795	ENSG00000186795	HGNC:19439													
KCNQ3	gene	KCNQ3	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Seizures, benign neonatal, type 2, 121201	602232						1		1.58			ENSG00000184156	ENSG00000184156	HGNC:6297													
KIAA0586	gene	KIAA0586	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Short-rib dysplasia 14 with polydactyly;Short-rib thoracic dysplasia 14 with polydactyly;Joubert syndrome 23;Joubert syndrome	610178			26096313			1		1.58			ENSG00000100578	ENSG00000100578	HGNC:19960													
KIF7	gene	KIF7	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 12   200990;Acrocallosal syndrome   200990	611254			21633164			1		1.58			ENSG00000166813	ENSG00000166813	HGNC:30497													
KYNU	gene	KYNU	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					605197						1		1.58			ENSG00000115919	ENSG00000115919	HGNC:6469													
LAMP2	gene	LAMP2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					309060						1		1.58			ENSG00000005893	ENSG00000005893	HGNC:6501													
LARGE1	gene	LARGE1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					603590						1		1.58			ENSG00000133424	ENSG00000133424	HGNC:6511													
LARS2	gene	LARS2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					604544						1		1.58			ENSG00000011376	ENSG00000011376	HGNC:17095													
LBR	gene	LBR	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					600024						1		1.58			ENSG00000143815	ENSG00000143815	HGNC:6518													
LCAT	gene	LCAT	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					606967						1		1.58			ENSG00000213398	ENSG00000213398	HGNC:6522													
LCT	gene	LCT	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					603202						1		1.58			ENSG00000115850	ENSG00000115850	HGNC:6530													
LDHA	gene	LDHA	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					150000						1		1.58			ENSG00000134333	ENSG00000134333	HGNC:6535													
LDLR	gene	LDLR	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					606945						1		1.58			ENSG00000130164	ENSG00000130164	HGNC:6547													
LDLRAP1	gene	LDLRAP1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					605747						1		1.58			ENSG00000157978	ENSG00000157978	HGNC:18640													
LIAS	gene	LIAS	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					607031						1		1.58			ENSG00000121897	ENSG00000121897	HGNC:16429													
LIPA	gene	LIPA	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					613497						1		1.58			ENSG00000107798	ENSG00000107798	HGNC:6617													
LIPC	gene	LIPC	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					151670						1		1.58			ENSG00000166035	ENSG00000166035	HGNC:6619													
LIPT1	gene	LIPT1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					610284						1		1.58			ENSG00000144182	ENSG00000144182	HGNC:29569													
LMBRD1	gene	LMBRD1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					612625						1		1.58			ENSG00000168216	ENSG00000168216	HGNC:23038													
LONP1	gene	LONP1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					605490						1		1.58			ENSG00000196365	ENSG00000196365	HGNC:9479													
LPIN1	gene	LPIN1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					605518						1		1.58			ENSG00000134324	ENSG00000134324	HGNC:13345													
LPL	gene	LPL	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					609708						1		1.58			ENSG00000175445	ENSG00000175445	HGNC:6677													
LZTFL1	gene	LZTFL1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					606568						1		1.58			ENSG00000163818	ENSG00000163818	HGNC:6741													
MAGT1	gene	MAGT1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					300715						1		1.58			ENSG00000102158	ENSG00000102158	HGNC:28880													
MAN1B1	gene	MAN1B1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					604346						1		1.58			ENSG00000177239	ENSG00000177239	HGNC:6823													
MAN2B1	gene	MAN2B1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					609458						1		1.58			ENSG00000104774	ENSG00000104774	HGNC:6826													
MANBA	gene	MANBA	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					609489						1		1.58			ENSG00000109323	ENSG00000109323	HGNC:6831													
MAOA	gene	MAOA	PanelApp;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Brunner syndrome, 300615;Monoamine oxidase A deficiency	309850			8211186;27830117;24169519			1		1.58			ENSG00000189221	ENSG00000189221	HGNC:6833													
MAPKBP1	gene	MAPKBP1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					616786						1		1.58			ENSG00000137802	ENSG00000137802	HGNC:29536													
MAT1A	gene	MAT1A	South West GLH;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			Unknown	Hypermethioninemia, persistent, autosomal dominant, due to methionine adenosyltransferase I/III deficiency, 250850	610550						1		1.58			ENSG00000151224	ENSG00000151224	HGNC:6903													
MCCC1	gene	MCCC1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					609010						1		1.58			ENSG00000078070	ENSG00000078070	HGNC:6936													
MCCC2	gene	MCCC2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					609014						1		1.58			ENSG00000131844	ENSG00000131844	HGNC:6937													
MCEE	gene	MCEE	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					608419						1		1.58			ENSG00000124370	ENSG00000124370	HGNC:16732													
MCOLN1	gene	MCOLN1	South West GLH;Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder			BIALLELIC, autosomal or pseudoautosomal	Mucolipidosis IV, 252650	605248						1		1.58			ENSG00000090674	ENSG00000090674	HGNC:13356													
MDH2	gene	MDH2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					154100						1		1.58			ENSG00000146701	ENSG00000146701	HGNC:6971													
MFF	gene	MFF	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					614785						1		1.58			ENSG00000168958	ENSG00000168958	HGNC:24858													
MFN2	gene	MFN2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					608507						1		1.58			ENSG00000116688	ENSG00000116688	HGNC:16877													
MFSD8	gene	MFSD8	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					611124						1		1.58			ENSG00000164073	ENSG00000164073	HGNC:28486													
MGAT2	gene	MGAT2	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					602616						1		1.58			ENSG00000168282	ENSG00000168282	HGNC:7045													
MGME1	gene	MGME1	Expert Review Red;London North GLH	Childhood onset dystonia or chorea or related movement disorder					615076						1		1.58			ENSG00000125871	ENSG00000125871	HGNC:16205													
